18/8044,45,Servicios,Servicios socioculturales y a la comunidad,Asistencia social,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,370,80,SÍ,Presencial,Desempleados,C.FORMACION Y PROMOC.EMP,916648415,imepe@ayto-ALCORCÓN.es,Calle Industrias. 73,28925,ALCORCÓN
18/8045,46,Servicios,Informática  y comunicaciones,Desarrollo,CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB,CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB,480,80,SÍ,Presencial,Desempleados,C.DE FORM. PROFESIONAL,918823806,cursosempleo@ayto-alcaladehenares.es,Vía Complutense. 128,28805,ALCALA DE HENARES
18/8046,47,Servicios,Informática  y comunicaciones,Sistemas y telemática,OPERACIONES AUXILIARES DE MONTAJE Y MANTENIMIENTO DE SISTEMAS MICROINFORMÁTICOS,OPERACIONES AUXILIARES DE MONTAJE Y MANTENIMIENTO DE SISTEMAS MICROINFORMÁTICOS,290,80,SÍ,Presencial,Desempleados,C.DE FORM. PROFESIONAL,918823806,cursosempleo@ayto-alcaladehenares.es,Vía Complutense. 128,28805,ALCALA DE HENARES
18/8047,48,Servicios,Servicios socioculturales y a la comunidad,Asistencia social,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,370,80,SÍ,Presencial,Desempleados,C.DE FORM. PROFESIONAL,918823806,cursosempleo@ayto-alcaladehenares.es,Vía Complutense. 128,28805,ALCALA DE HENARES
18/8048,49,Servicios,Comercio y marketing,Logística comercial y gestión del transporte,ACTIVIDADES AUXILIARES DE ALMACÉN,ACTIVIDADES AUXILIARES DE ALMACÉN,170,40,SÍ,Presencial,Desempleados,EPE Alcalá Desarrollo - Fundación Nº 1,0,0,Carretera M300 Km25 Cañada de los Barrancos. s/n,28803,ALCALA DE HENARES
18/8049,50,Servicios,Administración y gestión,Gestión de la información y la comunicación,ACTIVIDADES ADMINISTRATIVAS EN LA RELACIÓN CON EL CLIENTE,ACTIVIDADES ADMINISTRATIVAS EN LA RELACIÓN CON EL CLIENTE,680,120,SÍ,Presencial,Desempleados,C.DE FORM. PROFESIONAL,918823806,cursosempleo@ayto-alcaladehenares.es,Vía Complutense. 128,28805,ALCALA DE HENARES
18/8050,51,Servicios,Comercio y marketing,Logística comercial y gestión del transporte,ORGANIZACIÓN Y GESTIÓN DE ALMACENES,ORGANIZACIÓN Y GESTIÓN DE ALMACENES,310,80,SÍ,Presencial,Desempleados,C.DE FORM. PROFESIONAL,918823806,cursosempleo@ayto-alcaladehenares.es,Vía Complutense. 128,28805,ALCALA DE HENARES
18/8051,52,Servicios,Informática  y comunicaciones,Sistemas y telemática,MONTAJE Y REPARACIÓN DE SISTEMAS MICROINFORMÁTICOS,MONTAJE Y REPARACIÓN DE SISTEMAS MICROINFORMÁTICOS,470,40,SÍ,Presencial,Desempleados,C.DE FORM. PROFESIONAL,918823806,cursosempleo@ayto-alcaladehenares.es,Vía Complutense. 128,28805,ALCALA DE HENARES
18/8052,53,Servicios,Servicios socioculturales y a la comunidad,Asistencia social,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,370,80,SÍ,Presencial,Desempleados,C.DE FORM. PROFESIONAL,918823806,cursosempleo@ayto-alcaladehenares.es,Vía Complutense. 128,28805,ALCALA DE HENARES
18/8053,54,Servicios,Comercio y marketing,Logística comercial y gestión del transporte,ACTIVIDADES AUXILIARES DE ALMACÉN,ACTIVIDADES AUXILIARES DE ALMACÉN,170,40,SÍ,Presencial,Desempleados,EPE Alcalá Desarrollo - Fundación Nº 1,0,0,Carretera M300 Km25 Cañada de los Barrancos. s/n,28803,ALCALA DE HENARES
18/8054,55,Servicios,Informática  y comunicaciones,Informática,TÉCNICO EN SOFTWARE OFIMÁTICO,TÉCNICO EN SOFTWARE OFIMÁTICO,350,0,NO,Presencial,Desempleados,CENTRO CIVICO EL ALAMO,918609510,adl@aytoelalamo.es,Avenida Toledo. 36,28607,ALAMO (EL)
18/8055,56,Servicios,Servicios socioculturales y a la comunidad,Actividades culturales y recreativas,DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL,DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL,150,160,SÍ,Presencial,Desempleados,CENTRO CIVICO EL ALAMO,918609510,adl@aytoelalamo.es,Avenida Toledo. 36,28607,ALAMO (EL)
18/8056,57,Servicios,Administración y gestión,Especialidades sin área definida (administración y oficinas),INGLÉS: GESTIÓN COMERCIAL,INGLÉS: GESTIÓN COMERCIAL,200,0,NO,Presencial,Desempleados,CENTRO CIVICO EL ALAMO,918609510,adl@aytoelalamo.es,Avenida Toledo. 36,28607,ALAMO (EL)
18/8057,58,Servicios,Informática  y comunicaciones,Desarrollo,DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL CON UNITY 3D,DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL CON UNITY 3D,300,0,NO,Presencial,Desempleados,CENTRO CIVICO EL ALAMO,918609510,adl@aytoelalamo.es,Avenida Toledo. 36,28607,ALAMO (EL)
18/8058,59,Servicios,Informática  y comunicaciones,Sistemas y telemática,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,100,0,NO,Presencial,Desempleados,CENTRO CIVICO EL ALAMO,918609510,adl@aytoelalamo.es,Avenida Toledo. 36,28607,ALAMO (EL)
18/8059,60,Servicios,Servicios socioculturales y a la comunidad,Actividades culturales y recreativas,DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL,DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL,150,160,SÍ,Presencial,Desempleados,CENTRO CIVICO EL ALAMO,918609510,adl@aytoelalamo.es,Avenida Toledo. 36,28607,ALAMO (EL)
18/8060,61,Servicios,Administración y gestión,Gestión de la información y la comunicación,OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES,OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES,390,40,SÍ,Presencial,Desempleados,CENT.SERV.EMPRESARIALES,918711344,desarrollo_local@ayto-arganda.es,Calle Montealegre. 11,28500,ARGANDA DEL REY
18/8061,62,Servicios,Comercio y marketing,Logística comercial y gestión del transporte,ORGANIZACIÓN DEL TRANSPORTE Y LA DISTRIBUCIÓN,ORGANIZACIÓN DEL TRANSPORTE Y LA DISTRIBUCIÓN,340,80,SÍ,Presencial,Desempleados,CENT.SERV.EMPRESARIALES,918711344,desarrollo_local@ayto-arganda.es,Calle Montealegre. 11,28500,ARGANDA DEL REY
18/8062,63,Servicios,Comercio y marketing,Logística comercial y gestión del transporte,ORGANIZACIÓN Y GESTIÓN DE ALMACENES,ORGANIZACIÓN Y GESTIÓN DE ALMACENES,310,80,SÍ,Presencial,Desempleados,CENT.SERV.EMPRESARIALES,918711344,desarrollo_local@ayto-arganda.es,Calle Montealegre. 11,28500,ARGANDA DEL REY
18/8063,64,Servicios,Informática  y comunicaciones,Sistemas y telemática,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,100,0,NO,Presencial,Desempleados,CENT.SERV.EMPRESARIALES,918711344,desarrollo_local@ayto-arganda.es,Calle Montealegre. 11,28500,ARGANDA DEL REY
18/8064,65,Servicios,Informática  y comunicaciones,Sistemas y telemática,POSICIONAMIENTO WEB Y MARKETING DIGITAL EN BUSCADORES,POSICIONAMIENTO WEB Y MARKETING DIGITAL EN BUSCADORES,100,0,NO,Presencial,Desempleados,CENT.SERV.EMPRESARIALES,918711344,desarrollo_local@ayto-arganda.es,Calle Montealegre. 11,28500,ARGANDA DEL REY
18/8065,66,Servicios,Comercio y marketing,Compraventa,ATENCIÓN AL CLIENTE. CONSUMIDOR O USUARIO,ATENCIÓN AL CLIENTE. CONSUMIDOR O USUARIO,420,40,SÍ,Presencial,Desempleados,CON.M. MONSERRAT CABALLE,918711344,desarrollo_local@ayto-arganda.es,Calle Mar de Alborán. 1,28500,ARGANDA DEL REY
18/8066,67,Servicios,Administración y gestión,Especialidades sin área definida (administración y oficinas),INGLÉS: GESTIÓN COMERCIAL,INGLÉS: GESTIÓN COMERCIAL,200,0,NO,Presencial,Desempleados,CENT.SERV.EMPRESARIALES,918711344,desarrollo_local@ayto-arganda.es,Calle Montealegre. 11,28500,ARGANDA DEL REY
18/8067,68,Servicios,Comercio y marketing,Compraventa,GESTIÓN COMERCIAL DE VENTAS,GESTIÓN COMERCIAL DE VENTAS,530,80,SÍ,Presencial,Desempleados,CENT.SERV.EMPRESARIALES,918711344,desarrollo_local@ayto-arganda.es,Calle Montealegre. 11,28500,ARGANDA DEL REY
18/8068,69,Servicios,Servicios socioculturales y a la comunidad,Atención social,GESTIÓN DE LLAMADAS DE TELEASISTENCIA,GESTIÓN DE LLAMADAS DE TELEASISTENCIA,230,80,SÍ,Presencial,Desempleados,CENT.SERV.EMPRESARIALES,918711344,desarrollo_local@ayto-arganda.es,Calle Montealegre. 11,28500,ARGANDA DEL REY
18/8069,70,Servicios,Informática  y comunicaciones,Desarrollo,CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB,CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB,480,80,SÍ,Presencial,Desempleados,CON.M. MONSERRAT CABALLE,918711344,desarrollo_local@ayto-arganda.es,Calle Mar de Alborán. 1,28500,ARGANDA DEL REY
18/8070,71,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS A1,INGLÉS A1,150,0,NO,Presencial,Desempleados,CON.M. MONSERRAT CABALLE,918711344,desarrollo_local@ayto-arganda.es,Calle Mar de Alborán. 1,28500,ARGANDA DEL REY
18/8071,72,Servicios,Comercio y marketing,Logística comercial y gestión del transporte,TRÁFICO DE MERCANCÍAS POR CARRETERA,TRÁFICO DE MERCANCÍAS POR CARRETERA,440,80,SÍ,Presencial,Desempleados,CENTRO INICIATIVAS MUNI.,912795151,afepe@ayto-colladovillalba.org,Calle Rincón de las Eras. 10,28400,COLLADO VILLALBA
